,Date,Temp_Max,Temp_Avg,Temp_Min,Dew_Max,Dew_Avg,Dew_Min,Humid_Max,Humid_Avg,Humid_Min,Wind_Max,Wind_Avg,Wind_Min,Pressure_Max,Pressure_Avg,Pressure_Min,Precipitation_Total
0,2019-01-01,93.82380952380953,82.58380952380952,70.42857142857143,59.34761904761905,65.54380952380951,59.34761904761905,79.23809523809524,59.9366666666667,39.60952380952381,10.9,5.123333333333331,1.5714285714285714,0.0,29.534761904761865,0.0,0.0
1,2019-01-02,93.68571428571428,82.42190476190476,70.23809523809524,59.2,65.3942857142857,59.2,79.31428571428572,59.94476190476195,39.58095238095238,10.861904761904762,5.088571428571427,1.542857142857143,0.0,29.53714285714282,0.0,0.0
2,2019-01-03,93.54761904761905,82.27619047619046,70.06666666666666,59.03809523809524,65.22571428571428,59.03809523809524,79.28095238095239,59.89523809523814,39.53333333333333,10.833333333333334,5.0557142857142825,1.5142857142857142,0.0,29.551904761904723,0.0,0.0
3,2019-01-04,93.41904761904762,82.14190476190473,70.32380952380953,59.22380952380952,65.07809523809523,59.22380952380952,79.29047619047618,59.868571428571464,39.628571428571426,10.795238095238096,5.021904761904758,1.5047619047619047,0.0,29.554285714285673,0.0,0.0
4,2019-01-05,93.3047619047619,82.00190476190474,70.14285714285714,59.06666666666667,64.93047619047618,59.06666666666667,79.34285714285714,59.85047619047623,39.57142857142857,10.757142857142858,4.983333333333329,1.480952380952381,0.0,29.55999999999996,0.0,0.0
5,2019-01-07,93.01904761904763,81.67857142857139,69.77142857142857,58.661904761904765,64.5704761904762,58.661904761904765,79.55238095238096,59.77333333333337,39.45238095238095,10.723809523809523,4.9376190476190445,1.4285714285714286,0.0,29.565238095238055,0.0,0.0
6,2019-01-08,92.86666666666666,81.51190476190473,69.5904761904762,58.50476190476191,64.41952380952381,58.50476190476191,79.55714285714286,59.776190476190514,39.457142857142856,10.69047619047619,4.90380952380952,1.3952380952380952,0.0,29.567619047619008,0.0,0.0
7,2019-01-09,92.71428571428571,81.3528571428571,69.4,58.36666666666667,64.27714285714286,58.36666666666667,79.6047619047619,59.78000000000003,39.46190476190476,10.666666666666666,4.874761904761901,1.3952380952380952,0.0,29.56999999999996,0.0,0.0
8,2019-01-10,92.57142857142857,81.20047619047617,69.22857142857143,58.22857142857143,64.13523809523811,58.22857142857143,79.6047619047619,59.77523809523814,39.45238095238095,10.638095238095238,4.8438095238095205,1.3666666666666667,0.0,29.57190476190473,0.0,0.0
9,2019-01-11,92.45238095238095,81.0671428571428,69.06666666666666,58.076190476190476,63.98095238095239,58.076190476190476,79.57142857142857,59.73000000000003,39.41428571428571,10.604761904761904,4.816190476190473,1.338095238095238,0.0,29.57380952380949,0.0,0.0
10,2019-01-12,92.32380952380953,80.93333333333328,68.91428571428571,57.92857142857143,63.84142857142859,57.92857142857143,79.6,59.70523809523813,39.39523809523809,10.571428571428571,4.780476190476187,1.3047619047619048,0.0,29.57571428571425,0.0,0.0
