Year,Month,Date,Temp_Max,Temp_Avg,Temp_Min,Dew_Max,Dew_Avg,Dew_Min,Humid_Max,Humid_Avg,Humid_Min,Wind_Max,Wind_Avg,Wind_Min,Pressure_Max,Pressure_Avg,Pressure_Min,Precipitation_Total
2019,Jan,1,86,65.4,48,45,40.8,36,71,45.2,17,6,1.1,0,30,29.9,29.8,0
2019,Jan,2,84,65.6,48,46,41.1,32,82,46.4,15,7,1.6,0,29.9,29.9,29.8,0
2019,Jan,3,84,66.7,52,45,39,32,63,40.1,15,8,2.8,0,30,29.9,29.9,0
2019,Jan,4,84,66.6,54,46,43.2,39,72,45.6,20,6,2.2,0,29.9,29.8,29.8,0
2019,Jan,5,84,67.8,52,52,45.3,39,77,48.6,20,6,1.8,0,29.9,29.8,29.7,0
2019,Jan,6,81,64.8,52,52,35.6,27,88,39.5,14,13,5.6,0,29.9,29.8,29.8,0
2019,Jan,7,75,61.7,48,48,41.6,34,88,49.8,29,13,5.9,0,29.9,29.9,29.8,0
2019,Jan,8,77,62.3,50,46,42.4,37,67,49.6,29,9,4.1,0,29.9,29.8,29.8,0
2019,Jan,9,79,64.1,48,48,42.7,39,76,47.5,28,9,4.1,0,29.9,29.8,29.8,0
2019,Jan,10,79,64.9,52,48,40.4,37,62,42.9,23,10,3.7,0,29.9,29.8,29.8,0
2019,Jan,11,81,66.6,52,45,40.6,36,59,40.9,23,8,4.3,0,29.9,29.8,29.8,0
2019,Jan,12,81,66.3,54,48,44.1,39,72,46.7,26,9,3.7,0,29.8,29.8,29.7,0
2019,Jan,13,81,67.2,54,52,47.4,41,77,51.5,32,9,3.2,0,29.9,29.8,29.8,0
2019,Jan,14,79,65.4,55,46,43.5,41,67,46.7,28,12,6.1,0,29.9,29.9,29.8,0
2019,Jan,15,79,64.7,52,45,42.4,39,67,45.8,26,12,4.9,0,29.9,29.8,29.8,0
2019,Jan,16,88,67.5,52,50,44.6,37,72,47.6,18,7,1.9,0,29.9,29.8,29.7,0
2019,Jan,17,84,66.8,50,48,43.9,39,82,47.6,20,7,2.1,0,29.9,29.8,29.7,0
2019,Jan,18,86,70.2,59,48,44.2,41,52,40.1,25,9,4.9,0,29.9,29.8,29.7,0
2019,Jan,19,88,72.3,57,46,41.3,37,52,35.3,17,7,4.2,0,29.9,29.8,29.7,0
2019,Jan,20,91,71.5,55,52,47.5,41,72,46.3,20,5,1.8,0,29.9,29.7,29.7,0
2019,Jan,21,82,71.4,57,57,51.3,46,77,51,32,12,5.5,0,29.8,29.7,29.6,0
2019,Jan,22,79,67.4,57,54,49.2,46,82,54.9,34,10,3.9,0,29.8,29.7,29.7,0
2019,Jan,23,79,65.5,54,50,45.8,41,82,51.4,31,6,1.9,0,29.8,29.8,29.8,0
2019,Jan,24,81,64.5,50,45,40.1,36,71,43.9,21,8,4,0,29.9,29.8,29.8,0
